REGI?N,PROVINCIA,DISTRITO,CODIGO DEL RECURSO,NOMBRE DEL RECURSO,CATEGOR?A,TIPO DE CATEGOR?A,SUB TIPO CATEGOR?A,URL,LATITUD,LONGITUD,FECHA_DE_CORTE
Madre De Dios,Tahuamanu,IBERIA,11748,Plaza De Armas De Iberia,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11748,-69.48941845,-11.40705652,20241201
Apurimac,Andahuaylas,PAMPACHIRI,11758,Catarata Pumachaca De Pampachiri,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11758,-73.55051356,-14.18339379,20241201
Lima,Yauyos,HUANCAYA,12099,Mirador Cantagallo De Vilca,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12099,-75.82907,-12.11269,20241201
Lima,Ca?ete,CERRO AZUL,11357,Arco De Cerro Azul,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11357,-76.475797,-13.023727,20241201
Moquegua,Mariscal Nieto,SAN ANTONIO,13273,Bodega L?pez,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,"Bodegas de pisco, vinos y/u otros licores",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13273,-70.985125,-17.284862,20241201
Cusco,Espinar,SUYCKUTAMBO,12661,Pintura Rupestre Ecowasi,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12661,-71.564014,-14.918678,20241201
Apurimac,Chincheros,COCHARCAS,34,Templo Colonial De Cocharcas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=34,-73.73803403,-13.61193803,20241201
Puno,Puno,CHUCUITO,425,Sitio Arqueol?gico Inka Uyu,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=425,-69.88874065,-15.89222823,20241201
Ancash,Carlos Fermin Fitzcarrald,SAN NICOL?S,846,Huaridanza,3. FOLCLORE,M?sicas y Danzas,M?sica y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=846,-77.1843,-8.9769,20241201
La Libertad,Trujillo,TRUJILLO,2496,Shambar,3. FOLCLORE,Gastronom?a,Platos T?picos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2496,-79.0335,-8.1095,20241201
Lima,Oyon,OYON,3429,Casa De Cuentas O Kaha Wayi,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3429,-76.704755,-10.873683,20241201
Apurimac,Abancay,CIRCA,4673,Casa Hacienda De Yaca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4673,-72.97825366,-13.85036177,20241201
Cajamarca,Chota,CHOTA,4982,Centro Poblado De Cuyumalca,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4982,-78.65920352,-6.581468056,20241201
Cusco,La Convencion,ECHARATE,7206,Petroglifo Perla Chaco,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7206,-72.613333,-12.817583,20241201
Ancash,Huaraz,HUARAZ,12486,Laguna Tsaquicocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12486,-77.44263774,-9.54666593,20241201
Arequipa,Castilla,ANDAGUA,12522,Laguna De Pumajallo - Andagua,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12522,-72.313408,-15.485256,20241201
Loreto,Datem Del Mara?on,BARRANCA,12020,Centro Poblado Barranca - Datem Del Mara?on,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12020,-76.69368363,-4.829706132,20241201
Pasco,Oxapampa,POZUZO,11606,Cementerio Los Colonos - Pozuzo,2. MANIFESTACIONES CULTURALES,Lugares Hist?ricos,Campos santos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11606,-75.55119216,-10.06856261,20241201
Lima,Ca?ete,MALA,12341,Mirador Turistico Santa Rosa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12341,-76.626642,-12.656607,20241201
San Mart?n,Rioja,RIOJA,13228,Boulevard Tur?stico Quillosisa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Bulevares,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13228,-77.17990254,-6.059513155,20241201
Tumbes,Tumbes,LA CRUZ,802,La Cruz De La Conquista.,2. MANIFESTACIONES CULTURALES,Otros,Piezas con valor hist?rico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=802,-80.58979053,-3.637007879,20241201
Loreto,Loreto,NAUTA,1002,Reserva Nacional Pacaya - Samiria (Loreto - Requena - Alto Amazonas),1. SITIOS NATURALES,n. ?reas Protegidas,Reservas Nacionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1002,-73.79487872,-4.653071446,20241201
Pasco,Oxapampa,CHONTABAMBA,3547,Piscigranja La Cumbre,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Piscigranja,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3547,-75.43010633,-10.60652775,20241201
Arequipa,Caylloma,SIBAYO,4600,Fiesta De San Juan Bautista,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4600,-71.4586,-15.4861,20241201
Puno,Huancane,ROSASPATA,5029,Bosque De Rodales De Puya De Choqueline,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5029,-69.46927786,-15.25517385,20241201
San Mart?n,San Martin,TARAPOTO,12111,Centro Urku,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Centros de rescate o conservaci?n,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12111,-76.3517189,-6.461157648,20241201
Lima,Lima,BARRANCO,5585,Puente De Los Suspiros,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5585,-77.02254,-12.149179,20241201
Arequipa,Islay,DEAN VALDIVIA,12134,Playa Motobomba,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12134,-71.88972804,-17.12121889,20241201
Ucayali,Padre Abad,PADRE ABAD,10958,Comunidad Nativa Yamino,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10958,-75.637713,-8.928468,20241201
Lima,Yauyos,CARANIA,7713,Sitio Arqueol?gico Monumental Huamanmarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7713,-75.86011221,-12.37368597,20241201
Loreto,Loreto,NAUTA,13199,Quebrada Zaragoza,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13199,-73.59593,-4.47396,20241201
Moquegua,General Sanchez Cerro,LLOQUE,11292,Mirador De Pukara,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11292,-70.7424,-16.3029,20241201
Lima,Huarochiri,CHICLA,11522,Piscigranja Rio Blanco,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Piscigranja,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11522,-76.25821,-11.73462,20241201
Cusco,La Convencion,KUMPIRUSHIATO,12155,Catarata Shimentato,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12155,-73.419207,-12.745613,20241201
Cusco,La Convencion,PICHARI,12962,Mirador Natural De Embarcadero Puerto Ene,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12962,-73.9958,-12.2274,20241201
Piura,Sullana,MARCAVELICA,402,Coto De Caza El Angolo.,1. SITIOS NATURALES,n. ?reas Protegidas,Cotos de Caza,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=402,-80.76578401,-4.300260785,20241201
Ancash,Huaraz,INDEPENDENCIA,1438,Quebrada Cojup,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1438,-77.40606295,-9.436572689,20241201
Puno,Puno,ACORA,5018,Sitio Arqueologico De Qenqo,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5018,-69.72026825,-15.92624397,20241201
San Mart?n,Rioja,RIOJA,12758,Casa Del Artesano De Rioja,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Centros de rescate o conservaci?n,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12758,-77.1634841,-6.061579085,20241201
Ancash,Pallasca,PALLASCA,12380,Sitio Arqueol?gico Castillo De Cuymalca,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12380,-78.009105,-8.255762,20241201
Tacna,Candarave,CANDARAVE,11663,Fuente Termal Larama Quta,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11663,-70.133225,-17.10270848,20241201
Cusco,La Convencion,KUMPIRUSHIATO,12190,Pscigranja Yovani,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Piscigranja,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12190,-73.303135,-12.663672,20241201
Arequipa,Caylloma,CHIVAY,616,Valle Del Colca,1. SITIOS NATURALES,c. Valles,Valles,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=616,-71.6044468,-15.63803457,20241201
Tumbes,Tumbes,TUMBES,775,Plazuela El Beso,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazuelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=775,-80.45769274,-3.573955188,20241201
Jun?n,Chupaca,CHONGOS BAJO,854,Santuario De Cani Cruz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Santuario,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=854,-75.268363,-12.134088,20241201
Ancash,Carlos Fermin Fitzcarrald,SAN NICOL?S,1074,Danza Quillalla,3. FOLCLORE,M?sicas y Danzas,M?sica y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1074,-77.1843,-8.9769,20241201
Ica,Chincha,ALTO LARAN,1599,Petroglifos De Hu?ncor,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1599,-75.89894318,-13.39512487,20241201
Lima,Lima,LIMA,1965,Teatro Municipal De Lima,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1965,-77.03487754,-12.04539585,20241201
Lambayeque,Chiclayo,MONSEFU,3848,Festividad De San Benito De Palermo,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3848,-79.8715,-6.87867,20241201
Huanuco,Leoncio Prado,MARIANO DAMASO BERAUN,4843,Catarata Honolulo,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4843,-75.98611,-9.44698,20241201
Cajamarca,Cajamarca,JES?S,4983,Molinos De Piedra Hidraulicos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Molino,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4983,-78.37934017,-7.248983406,20241201
Lima,Lima,CARABAYLLO,5731,"Lomas De Primavera, Carabayllo 2 ? ?rea De Conservaci?n Regional Sistema De Lomas De Lima",1. SITIOS NATURALES,n. ?reas Protegidas,?reas de conservaci?n regional,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5731,-77.03733501,-11.80559019,20241201
Madre De Dios,Tambopata,INAMBARI,5872,Quebrada Se?or De La Cumbre,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5872,-70.39221,-13.077374,20241201
Pasco,Oxapampa,OXAPAMPA,7083,Aniversario De La Reserva De Bi?sfera Oxapampa Ash?ninka Y?nesha,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7083,-75.4041,-10.5728,20241201
Tumbes,Contralmirante Villar,CASITAS,11401,Pilar De Papayal,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11401,-80.74538,-4.067835,20241201
Ica,Nazca,MARCONA,11219,Playa Acapulco - San Juan De Marcona,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11219,-75.16681016,-15.37594821,20241201
Lima,Ca?ete,MALA,12696,Playa Barcelona,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12696,-76.648964,-12.7012166,20241201
Lima,Cajatambo,COPA,12952,Laguna Jurao,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12952,-76.8755252,-10.3234188,20241201
Loreto,Maynas,IQUITOS,302,El Inchicapi,3. FOLCLORE,Gastronom?a,Platos T?picos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=302,-73.2622,-3.74993,20241201
Puno,Puno,CHUCUITO,428,Glorieta - Mirador De Chucuito,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=428,-69.88977313,-15.89644622,20241201
Cusco,Cusco,CUSCO,894,Museo Hist?rico Regional,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=894,-71.980376,-13.517593,20241201
Lima,Lima,LIMA,1393,Museo Central - Mucen (Museo Del Banco Central De Reserva Del Per?),2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1393,-77.0300988,-12.04829168,20241201
Arequipa,Caylloma,SIBAYO,1740,Pueblo De  Sibayo,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1740,-71.45716488,-15.48632402,20241201
Lima,Lima,LURIN,2797,Semana Santa De Lur?n,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2797,-76.8848,-12.2688,20241201
Ucayali,Coronel Portillo,CALLERIA,3058,Fiesta Patronal De San Juan,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3058,-74.5323,-8.38283,20241201
Pasco,Oxapampa,OXAPAMPA,3516,Danzas Tradicionales Oxapampinas,3. FOLCLORE,M?sicas y Danzas,M?sica y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3516,-75.4041,-10.5728,20241201
Lambayeque,Chiclayo,ETEN PUERTO,3751,Festividad De La Sant?sima Cruz Del Tres De Mayo,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3751,-79.8665,-6.92715,20241201
Pasco,Oxapampa,VILLA RICA,7260,Jardin Bot?nico Los Ositos,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Jardines Bot?nicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7260,-75.27782204,-10.73831109,20241201
Ancash,Huarmey,HUARMEY,12015,Playa Antivito,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12015,-78.18853,-10.021885,20241201
Huanuco,Huamalies,MONZ?N,11045,Catarata Bellavista,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11045,-76.150225,-9.230055,20241201
Lima,Huaral,VEINTISIETE DE NOVIEMBRE,11184,Conjunto Arqueol?gico Cerro San Crist?bal De Coto,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11184,-76.770747,-11.224527,20241201
Ica,Nazca,MARCONA,11217,Playa El Elefante - San Juan De Marcona.,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11217,-75.158057,-15.391263,20241201
Puno,Carabaya,USICAYOS,12533,Sitio Arqueol?gico De Marka Marka,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12533,-69.96831477,-14.12310271,20241201
Arequipa,Camana,SAMUEL PASTOR,12838,Playa  ?Cerrillos?,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12838,-72.646384,-16.659535,20241201
Cusco,Canchis,MARANGANI,12847,Monta?a  Multicolores De Viluyo,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12847,-71.15527,-14.425814,20241201
Cusco,La Convencion,PICHARI,12961,Mirador Villa Real,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12961,-73.833657,-12.521731,20241201
Amazonas,Chachapoyas,LA JALCA,744,Centro Hist?rico De La  Jalca Grande,2. MANIFESTACIONES CULTURALES,Lugares Hist?ricos,Centros Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=744,-77.8155399,-6.484551,20241201
Pasco,Pasco,HUACHON,12824,Zona Arqueol?gica Marka Marka,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12824,-75.95299243,-10.62706667,20241201
Lambayeque,Lambayeque,TUCUME,3786,Casa De Don Federico Villarreal,2. MANIFESTACIONES CULTURALES,Lugares Hist?ricos,Casas Hist?ricas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3786,-79.8607,-6.510208971,20241201
Jun?n,Chanchamayo,PICHANAQUI,4100,Playa Pichanaqui,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4100,-74.86629,-10.921798,20241201
Puno,Sandia,SANDIA,4762,Sitio Arqueol?gico De Maukallacta,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4762,-69.47754102,-14.33399567,20241201
Puno,Chucuito,JULI,5020,Playa San Juan,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5020,-69.46150117,-16.20306261,20241201
Lima,Lima,CARABAYLLO,5727,Pueblo San Pedro De Carabayllo,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5727,-77.03700171,-11.85362315,20241201
Lima,Yauyos,VITIS,6276,Laguna Piquecocha De Vitis,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6276,-75.81124,-12.25241,20241201
Puno,Puno,ACORA,12858,Sitio Arqueologico Pukara - Huirintani,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12858,-69.89861111,-16.11916667,20241201
Apurimac,Antabamba,OROPESA,9042,Catarata Fusiray,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9042,-72.56918,-14.26664,20241201
Cusco,La Convencion,PICHARI,11892,Cascada De Pichari,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11892,-73.811346,-12.521928,20241201
Loreto,Mariscal Ramon Castilla,SAN PABLO,10312,Pueblo De San Pablo,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10312,-71.10348,-4.02039,20241201
Moquegua,General Sanchez Cerro,UBINAS,11431,Camino Prehisp?nico De Huancarani,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11431,-70.8816,-16.40528,20241201
Lima,Huarochiri,CHICLA,11586,Catarata Collajpaccha,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11586,-76.26974,-11.6662,20241201
Ica,Pisco,PARACAS,11625,Bah?a De Paracas,1. SITIOS NATURALES,l. Costas,Bah?as,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11625,-76.27372078,-13.82916036,20241201
Cusco,Calca,LAMAY,12564,Mirador Apu Qahuarina,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12564,-72.556566,-11.57306,20241201
Ica,Chincha,EL CARMEN,244,Comunidad Del Carmen,3. FOLCLORE,Etnias,Costa,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=244,-76.0539,-13.502,20241201
Puno,Azangaro,ASILLO,434,Templo San Jeronimo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=434,-70.354733,-14.78669,20241201
Huancavelica,Huancavelica,HUANCAVELICA,1145,Iglesia Y Convento De San Francisco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1145,-74.97576364,-12.78867892,20241201
Loreto,Maynas,TORRES CAUSANA,1969,Parque Nacional G?eppi - Sekime,1. SITIOS NATURALES,n. ?reas Protegidas,Parques Nacionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1969,-74.80865479,-0.611102915,20241201
Huancavelica,Huancavelica,HUANCAVELICA,2461,Bosque Natural De Puyas Raymondi,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2461,-75.00846878,-12.83508594,20241201
Huanuco,Leoncio Prado,RUPA-RUPA,4818,Aguas Sulfurosas De Jacintillo,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4818,-76.02735132,-9.324066736,20241201
Ancash,Huari,CHAVIN DE HUANTAR,7096,Quebrada Huallmish,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7096,-77.24071026,-9.647461655,20241201
Ancash,Pallasca,PAMPAS,11908,Aguas Termales De Cochaconchucos,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11908,-77.88119296,-8.251179185,20241201
Puno,Sandia,SAN PEDRO DE PUTINA PUNCO,11619,Arco Punco,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11619,-68.96509147,-14.06041743,20241201
Puno,Puno,HUATA,11781,Islas Flotantes De Uros Titino,1. SITIOS NATURALES,l. Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11781,-69.92725216,-15.80987096,20241201
