REGI?N,PROVINCIA,DISTRITO,CODIGO DEL RECURSO,NOMBRE DEL RECURSO,CATEGOR?A,TIPO DE CATEGOR?A,SUB TIPO CATEGOR?A,URL,LATITUD,LONGITUD,FECHA_DE_CORTE
Pasco,Daniel Alcides Carrion,SAN PEDRO DE PILLAO,12872,Portada Colonial De San Pedro De Pillao,2. MANIFESTACIONES CULTURALES,Otros,Piezas con valor hist?rico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12872,-76.495138,-10.438602,20241201
Cusco,Paucartambo,KOS?IPATA,10900,Estaci?n Biol?gica Villa Carmen,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10900,-71.40376,-12.89479,20241201
La Libertad,Santiago De Chuco,SANTIAGO DE CHUCO,11078,Santuario Nacional De Calipuy,1. SITIOS NATURALES,n. ?reas Protegidas,Santuarios Nacionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11078,-78.295,-8.349,20241201
Cusco,La Convencion,ECHARATE,11126,Rio De Yoyato,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11126,-72.822991,-12.251178,20241201
Cusco,Acomayo,ACOS,12505,Mirador De Condor Chuichik?A,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12505,-71.79333,-13.88659,20241201
Apurimac,Cotabambas,HAQUIRA,583,Sitio Arqueol?gico De Markansaya,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=583,-72.183162,-14.184986,20241201
Lima,Lima,MIRAFLORES,2114,Playa Redondo,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2114,-77.03285515,-12.13185153,20241201
Ancash,Santa,SANTA,11965,Desembocadura Del R?o Santa,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11965,-78.64275574,-8.975875535,20241201
Loreto,Maynas,SAN JUAN BAUTISTA,12024,Bosque Varillal El Milagro,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12024,-73.3707762,-3.937081888,20241201
Cajamarca,Cajamarca,CHETILLA,6277,Pueblo Tradicional De Chetilla,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6277,-78.672743,-7.146842,20241201
Lima,Yauyos,HUANCAYA,6541,Puente Centenario De Vilca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6541,-75.82598,-12.114065,20241201
Jun?n,Satipo,MAZAMARI,7481,Mirador Otishi,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7481,-74.539122,-11.379015,20241201
Puno,Carabaya,OLLACHEA,9267,Templo De San Francisco De Asis,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9267,-70.47222018,-13.79380683,20241201
Jun?n,Chanchamayo,CHANCHAMAYO,10934,Zoologico Zhaveta Yard,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Zool?gicos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10934,-75.300581,-10.973144,20241201
Cusco,Acomayo,ACOS,12536,Zona  Arqueologico De Tambo Pukara,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12536,-71.7097433,-14.0072727,20241201
La Libertad,Otuzco,SINSICAP,12863,Puquio Santa Lucia,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12863,-78.75366782,-7.851755453,20241201
Lambayeque,Chiclayo,SA?A,3750,La Campana Mar?a Angola,3. FOLCLORE,Creencias Populares,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3750,-79.5841,-6.92335,20241201
Lambayeque,Chiclayo,MONSEFU,3847,Orfebrer?a Monsefuana,3. FOLCLORE,Artesan?a y Artes,Orfebrer?a,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3847,-79.8715,-6.87867,20241201
Lima,Lima,LIMA,4481,Museo De Sitio De La Casa Bodega Y Quadra,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos de sitio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4481,-77.02860173,-12.04470323,20241201
Moquegua,General Sanchez Cerro,CHOJATA,11723,Arco De Piedra Arcuni,1. SITIOS NATURALES,o. Otros,Formaciones rocosas(bosque de piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11723,-70.434556,-16.231998,20241201
Ancash,Huarmey,HUARMEY,12078,Playa Reloj,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12078,-78.18083999,-10.03645341,20241201
Ayacucho,La Mar,TAMBO,12082,Mirador Cerro Dorado,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12082,-74.02170925,-12.93096018,20241201
Ayacucho,Huanta,HUANTA,11979,Mirador De Pultunchara,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11979,-74.217907,-12.90961,20241201
San Mart?n,Moyobamba,YANTALO,11930,Meliponario Yantal?,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Centros de rescate o conservaci?n,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11930,-77.02601925,-5.970410405,20241201
Lima,Cajatambo,CAJATAMBO,10684,Cascada Isco,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10684,-76.92137,-10.45816,20241201
Ayacucho,Lucanas,CARMEN SALCEDO,11555,Cueva De Yana Machay,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Cuevas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11555,-74.005595,-14.449812,20241201
Cusco,Quispicanchi,OCONGATE,13181,Laguna Ananta Cocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13181,-71.2078801,-13.5388129,20241201
Cusco,Quispicanchi,OCONGATE,13211,Llaquinto Cocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13211,-71.2135267,-13.6242933,20241201
Lambayeque,Chiclayo,PIMENTEL,283,Muelle De Pimentel,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Muelles,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=283,-79.93791,-6.83571,20241201
Arequipa,Arequipa,AREQUIPA,985,Centro Artesanal  Fundo De Fierro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=985,-71.53529831,-16.39413532,20241201
Tacna,Tacna,LA YARADA LOS PALOS,1537,Playa Los Palos,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1537,-70.44710764,-18.29644629,20241201
La Libertad,Viru,VIRU,2483,Feria De La Ciruela De Vir?,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Ferias (no Artesanales),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2483,-78.7511,-8.41558,20241201
Puno,Carabaya,CORANI,12648,Sitio Arqueologico Del  Muyo Muyo  Ayma?a-Corani,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12648,-70.662213,-13.874333,20241201
Arequipa,Arequipa,YANAHUARA,12735,Zona Monumental De Yanahuara,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12735,-71.542036,-16.387371,20241201
Huanuco,Leoncio Prado,RUPA-RUPA,4857,Jard?n Bot?nico De La Universidad Nacional Agraria De La Selva,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Jardines Bot?nicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4857,-77.03314204,-9.541290437,20241201
Pasco,Oxapampa,OXAPAMPA,7077,Aniversario De Fundaci?n De Oxapampa,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7077,-75.4041,-10.5728,20241201
Apurimac,Aymaraes,COTARUSE,13165,Bosque De Puyas De Raimondi De Totora,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13165,-73.5593,-14.73999,20241201
Apurimac,Andahuaylas,TALAVERA,8266,Sitio Arqueol?gico De Achanchi,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8266,-73.416741,-13.568729,20241201
Ayacucho,Huanta,HUANTA,11708,Apu Razuhuillca,1. SITIOS NATURALES,a. Monta?as,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11708,-74.1697784,-12.85880481,20241201
Huanuco,Huamalies,LLATA,10352,Malec?n Vuelta Al Mundo,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10352,-76.81301944,-9.547286111,20241201
Huanuco,Ambo,TOMAY KICHWA,11124,Cuesta De La Via Crucis De Las Pampas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Cuestas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11124,-76.21861111,-10.2627778,20241201
Cusco,La Convencion,MEGANTONI,12262,Aguas Calientes Ca?on De Timpia,1. SITIOS NATURALES,e. Ca?ones,Ca?ones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12262,-72.8217421,-12.0820302,20241201
Moquegua,Ilo,ILO,12049,Fundo Chucarapi,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Agricultura,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12049,-71.336247,-17.624747,20241201
Cusco,La Convencion,MEGANTONI,11587,Rio Mishahua,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11587,-72.95333,-11.29277,20241201
Cusco,La Convencion,KIMBIRI,13111,Pacaq Rumi,1. SITIOS NATURALES,o. Otros,Formaciones rocosas(bosque de piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13111,-73.771093,-12.610879,20241201
Tumbes,Contralmirante Villar,ZORRITOS,809,Playa Los Pinos.,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=809,-80.68804,-3.68273,20241201
Cusco,Urubamba,MARAS,1813,Salineras De Maras,1. SITIOS NATURALES,b. Planicies,Salinas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1813,-72.15586181,-13.3001271,20241201
La Libertad,Otuzco,HUARANCHAL,2136,Ba?os Termales De Huaranchal,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2136,-78.44422815,-7.70436798,20241201
Ayacucho,Lucanas,CARMEN SALCEDO,12513,Huellas F?siles De Cam?lidos Sudamericanos En Andamarca,1. SITIOS NATURALES,o. Otros,Lugares paleontol?gicos(F?siles),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12513,-73.962664,-14.390863,20241201
Lima,Huarochiri,CALLAHUANCA,3248,Vivero Municipal Agrotecnol?gico,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Jardines Bot?nicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3248,-76.62327,-11.82337,20241201
Piura,Piura,CATACAOS,5371,Algarrobina De Piura,3. FOLCLORE,Gastronom?a,Bebidas T?picas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5371,-80.6766,-5.26988,20241201
Lima,Yauyos,CARANIA,12416,Mirador De Punta Esperanza,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12416,-75.85301575,-12.3532134,20241201
Moquegua,Ilo,ILO,354,Caleta  Puerto Ingl?s - Ilo,1. SITIOS NATURALES,l. Costas,Caletas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=354,-71.3578,-17.6637,20241201
Amazonas,Luya,TINGO,754,Zona Arqueol?gica Monumental Ku?lap,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=754,-77.92272359,-6.418731655,20241201
Ancash,Huaraz,INDEPENDENCIA,760,Nevado Churup,1. SITIOS NATURALES,a. Monta?as,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=760,-77.41772527,-9.47132261,20241201
Huanuco,Yarowilca,CHORAS,866,Zona Arqueol?gica Monumental De Garu,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=866,-76.59489,-9.90132,20241201
Lambayeque,Chiclayo,CHONGOYAPE,2350,Reserva Ecol?gica De Chaparr? - La Huerta De Chaparr?,1. SITIOS NATURALES,n. ?reas Protegidas,?reas de conservaci?n privada,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2350,-79.431118,-6.574837,20241201
Ancash,Huari,SAN MARCOS,2917,Mirador Natural Shayhua,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2917,-77.15159468,-9.521593029,20241201
Piura,Paita,PAITA,5380,Playa Las Gaviotas,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5380,-81.1625,-5.1046,20241201
Cajamarca,Cajamarca,NAMORA,5677,Laguna San Nicolas,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5677,-78.347604,-7.238734,20241201
Lima,Canta,SAN BUENAVENTURA,7173,Pueblo De San Buenaventura,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7173,-76.66198,-11.48929,20241201
Huanuco,Leoncio Prado,LUYANDO,12398,Catarata Sol Naciente De Alto Tulumayo,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12398,-75.85915465,-9.334460216,20241201
Ayacucho,La Mar,ANCHIHUAY,8314,Catarata Qatun Ispaj,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8314,-73.70851994,-13.03917786,20241201
Lima,Lima,BARRANCO,8452,Casa Cilloniz - C.C. Juan Parra Del Riego,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitect?nico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8452,-77.021752,-12.150764,20241201
Jun?n,Jauja,MASMA CHICCHE,9057,Bosque De Puyas De Raimondi De Masma Chicche,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9057,-75.357754,-11.760824,20241201
Puno,Sandia,LIMBANI,12473,Ba?os Termales De Ba?o Pampa,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12473,-69.69052825,-14.15705206,20241201
Huanuco,Lauricocha,SAN FRANCISCO DE AS?S,11175,Sitio Arqueol?gico Gaguish,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Cementerios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11175,-76.67780661,-9.979560238,20241201
Cusco,La Convencion,VILLA KINTIARINA,11385,Playa Waylisqaqa,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11385,-73.522444,-12.980251,20241201
Piura,Ayabaca,PACAIPAMPA,13126,Laguna De Chames,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13126,-79.47447237,-4.94055886,20241201
Tacna,Jorge Basadre,ITE,515,Playa Ite-Inglesa,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=515,-70.99480783,-17.89880519,20241201
Ancash,Huaraz,HUARAZ,962,Museo Arqueol?gico De ?ncash Augusto Soriano Infante,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=962,-77.5293709,-9.530301314,20241201
Loreto,Ucayali,CONTAMANA,1007,Mirador Del Barrio De Jerusal?n,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1007,-75.00596881,-7.352911701,20241201
Ayacucho,Huamanga,ANDR?S AVELINO C?CERES DORREGARAY,1508,Templo Del Se?or De Amancaes - Conchopata,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1508,-74.21744496,-13.16301322,20241201
Lambayeque,Chiclayo,ETEN,2358,Feria Internacional En Honor A Santa Maria Magdalena Y Divino Ni?o Del Milagro Eucar?stico,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2358,-79.8646,-6.90728,20241201
Huancavelica,Huancavelica,HUANCAVELICA,2415,Iglesia De Santa Ana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2415,-74.96817213,-12.7857428,20241201
Puno,Yunguyo,ANAPIA,11759,Islas Anapia Y Yuspique,1. SITIOS NATURALES,l. Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11759,-68.85295961,-16.31389254,20241201
Moquegua,General Sanchez Cerro,OMATE,4165,Templo Parroquial San Lino  De Omate,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4165,-70.96985,-16.67366,20241201
Lima,Barranca,SUPE,4631,Sitio Arqueol?gico  Lurihuasi,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4631,-77.549726,-10.877111,20241201
Lima,Yauyos,HONGOS,13061,Pueblo De Hongos,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13061,-75.765094,-12.810354,20241201
Cusco,La Convencion,ECHARATE,11153,Monta?a    Aputinya,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11153,-72.553803,-12.835533,20241201
Pasco,Pasco,NINACACA,11693,Gruta Santa Ana,1. SITIOS NATURALES,m. Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11693,-76.084822,-10.778275,20241201
Lima,Cajatambo,CAJATAMBO,10685,Cascada Escal?n,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10685,-76.89669,-10.4491,20241201
Ayacucho,Paucar Del Sara Sara,PAUSA,12632,Ba?os Termales El Paraiso Escondido,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12632,-73.363139,-15.251017,20241201
Moquegua,Ilo,ILO,11191,Playa Coquina-Ilo,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11191,-71.2847,-17.7275,20241201
Lima,Lima,MIRAFLORES,11334,Malec?n Armend?riz De Miraflores,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Malecones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11334,-77.02540152,-12.13542579,20241201
Pasco,Pasco,NINACACA,11684,Laguna Ccochachuyco,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11684,-76.072153,-10.760476,20241201
Tacna,Tacna,CALANA,11835,Bodega Spirit,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,"Bodegas de pisco, vinos y/u otros licores",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11835,-70.192249,-17.966281,20241201
Pasco,Daniel Alcides Carrion,CHACAYAN,12823,Cascada De Puyush,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12823,-76.422024,-10.471046,20241201
Huanuco,Huanuco,AMARILIS,12362,Paseo Ribere?o Malec?n Calicanto,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12362,-76.23905,-9.9361,20241201
Tacna,Candarave,CANDARAVE,500,Ba?os Termales Jhuntu Phuju,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=500,-70.14392,-17.118199,20241201
San Mart?n,Moyobamba,SORITOR,1591,Cueva De Los Huacharos,1. SITIOS NATURALES,m. Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1591,-77.16466523,-6.227735032,20241201
Ucayali,Coronel Portillo,CALLERIA,3031,Malec?n Del Reloj P?blico - Pucallpa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3031,-74.52875759,-8.386948,20241201
Puno,Chucuito,ZEPITA,3474,Sitio Hist?rico De Chua Chua,2. MANIFESTACIONES CULTURALES,Lugares Hist?ricos,Sitios de Batalla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3474,-69.14564728,-16.46092145,20241201
Lima,Huaura,VEGUETA,3487,Mito Del Dios Vichama,3. FOLCLORE,Creencias Populares,Mitos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3487,-77.6427,-11.0225,20241201
San Mart?n,Moyobamba,MOYOBAMBA,3573,Museo Departamental San Mart?n,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3573,-76.97127988,-6.033003378,20241201
Lima,Lima,LIMA,4033,Parque De La Reserva - Circuito M?gico Del Agua,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4033,-77.03413226,-12.07098042,20241201
Huancavelica,Huancavelica,ACORIA,5210,Complejo Arqueol?gico De Ranrapata Ccaccasiri,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5210,-74.90118167,-12.61354212,20241201
Lima,Huaral,AUCALLAMA,5572,"Eco Truly Park, Comunidad Eecol?gica","4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Otros,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5572,-77.216433,-11.638442,20241201
Lima,Huaura,VEGUETA,5878,Playa Tambo De Mora,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5878,-77.660472,-11.012029,20241201
Huancavelica,Castrovirreyna,SANTA ANA,11329,Laguna  De Pultocc,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11329,-75.06354586,-13.10655477,20241201
Pasco,Daniel Alcides Carrion,SAN PEDRO DE PILLAO,12870,Iglesia De San Pedro De Pillao,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12870,-76.495279,-10.438762,20241201
San Mart?n,Rioja,PARDO MIGUEL,9505,Mirador Tur?stico Del Bosque De Protecci?n Alto Mayo,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9505,-77.7381652,-5.6768347,20241201
Ica,Nazca,EL INGENIO,11551,Geoglifos De Bogotalla,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Geoglifos (Grabado en tierra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11551,-75.32673,-14.38127,20241201
